einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;71201;011;Baumaßnahmen von mehr als 6 000 000 € im Einzelfall;ja;129;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;81101;011;Erwerb von Fahrzeugen;ja;129;146;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;81201;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;130;452;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;81202;011;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;130;7992;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;42211;012;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;130;3964;01;Fortbildung des öffentlichen Dienstes
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;42212;012;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;130;0;01;Fortbildung des öffentlichen Dienstes
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;42719;012;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;130;0;01;Fortbildung des öffentlichen Dienstes
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;42811;012;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;130;596;01;Fortbildung des öffentlichen Dienstes
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;45311;012;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;130;34;01;Fortbildung des öffentlichen Dienstes
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;52511;012;Aus- und Fortbildung;ja;130;3502;01;Fortbildung des öffentlichen Dienstes
06;Bundesministerium des Innern, für Bau und Heimat;A;;0612;Bundesministerium;52711;012;Dienstreisen;ja;131;1418;01;Fortbildung des öffentlichen Dienstes
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0614;Statistisches Bundesamt;11201;014;Geldstrafen, Geldbußen und Gerichtskosten; ;133;102;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0614;Statistisches Bundesamt;11999;014;Vermischte Einnahmen; ;133;992;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0614;Statistisches Bundesamt;12401;014;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;133;20;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0614;Statistisches Bundesamt;13201;014;Erlöse aus der Veräußerung von beweglichen Sachen; ;133;40;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0614;Statistisches Bundesamt;27202;014;Einnahmen aus Zuschüssen der Europäischen Union zu den Kosten statistischer Erhebungen; ;133;0;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0614;Statistisches Bundesamt;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;134;0;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0614;Statistisches Bundesamt;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7; ;134;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Sächliche Verwaltungsausgaben;0614;Statistisches Bundesamt;51802;014;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;134;10873;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0614;Statistisches Bundesamt;98101;890;Leistungen an Bundesbehörden zur Durchführung von Aufträgen;nein;134;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0614;Statistisches Bundesamt;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7;nein;135;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0614;Statistisches Bundesamt;42719;014;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;135;815;01;Durchführung von Aufträgen anderer Bundesbehörden und Dritter
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0614;Statistisches Bundesamt;42811;014;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;nein;135;726;01;Durchführung von Aufträgen anderer Bundesbehörden und Dritter
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0614;Statistisches Bundesamt;54711;014;Nicht aufteilbare sächliche Verwaltungsausgaben;nein;135;65;01;Durchführung von Aufträgen anderer Bundesbehörden und Dritter
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0614;Statistisches Bundesamt;81211;014;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);nein;135;76;01;Durchführung von Aufträgen anderer Bundesbehörden und Dritter
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;42201;014;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;135;33492;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;42709;014;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;135;14854;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;42801;014;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;136;89500;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;45301;014;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;136;200;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;51101;014;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;136;6556;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;51701;014;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;136;5680;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;51801;014;Mieten und Pachten;ja;136;935;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;51901;014;Unterhaltung der Grundstücke und baulichen Anlagen;ja;136;350;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;52501;014;Aus- und Fortbildung;ja;136;426;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;52701;014;Dienstreisen;ja;136;1114;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;53201;014;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;136;77083;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;53203;014;Sonstige Dienstleistungsaufträge an Dritte;ja;136;13747;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;53909;014;Vermischte Verwaltungsausgaben;ja;136;473;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;68409;014;Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs;ja;137;9;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;71101;014;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;137;1000;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;71203;014;Baumaßnahmen des Hochbaus im Inland von mehr als 6 000 000 € im Einzelfall;ja;137;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;81101;014;Erwerb von Fahrzeugen;ja;137;20;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;81201;014;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;137;780;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;81202;014;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;138;7173;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;42231;019;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;138;234;03;Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;42739;019;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;138;1225;03;Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;42831;019;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;138;536;03;Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;52632;019;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen;ja;138;590;03;Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung
06;Bundesministerium des Innern, für Bau und Heimat;A;;0614;Statistisches Bundesamt;81231;019;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;138;16;03;Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0615;Bundesverwaltungsamt;11101;012;Gebühren, sonstige Entgelte; ;140;3150;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0615;Bundesverwaltungsamt;11999;012;Vermischte Einnahmen; ;140;45;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0615;Bundesverwaltungsamt;12401;012;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;141;350;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0615;Bundesverwaltungsamt;12501;012;Erlöse aus der Nutzung der Gästehäuser; ;141;40;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0615;Bundesverwaltungsamt;13201;012;Erlöse aus der Veräußerung von beweglichen Sachen; ;141;0;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0615;Bundesverwaltungsamt;27202;012;Zuschüsse der europäischen Union zu Kosten von Gemeinschaftsaufgaben; ;141;0;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0615;Bundesverwaltungsamt;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;141;0;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0615;Bundesverwaltungsamt;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7; ;141;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Sächliche Verwaltungsausgaben;0615;Bundesverwaltungsamt;51802;012;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;142;25542;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0615;Bundesverwaltungsamt;98101;890;Leistungen an Bundesbehörden zur Durchführung von Aufträgen;nein;142;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0615;Bundesverwaltungsamt;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7;nein;142;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;42201;012;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;143;110712;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;42202;012;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;143;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;42203;012;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst;ja;143;667;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;42709;012;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;143;12266;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;42801;012;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;143;159511;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;45101;012;Zuschüsse an Kantineneinrichtungen Dritter;ja;143;35;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;45301;012;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;143;954;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;51101;012;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;143;13239;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;51401;012;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;143;147;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;51701;012;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;144;15025;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;51801;012;Mieten und Pachten;ja;144;1962;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;51901;012;Unterhaltung der Grundstücke und baulichen Anlagen;ja;144;286;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;52501;012;Aus- und Fortbildung;ja;144;2650;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;52701;012;Dienstreisen;ja;144;3104;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;53201;012;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;144;56629;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;53202;012;Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT);ja;144;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;53999;012;Vermischte Verwaltungsausgaben;ja;144;2407;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;68108;142;Studienbeihilfen für Nachwuchskräfte geringeren Umfangs;ja;144;30;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;71101;012;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;145;1147;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;71201;012;Baumaßnahmen von mehr als 6 000 000 € im Einzelfall;ja;145;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;81101;012;Erwerb von Fahrzeugen;ja;145;48;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;81201;012;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;145;1133;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0615;Bundesverwaltungsamt;81202;012;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;145;13757;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0616;Bundesamt für Kartographie und Geodäsie;11901;165;Einnahmen aus Veröffentlichungen; ;148;41;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0616;Bundesamt für Kartographie und Geodäsie;11999;165;Vermischte Einnahmen; ;148;138;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0616;Bundesamt für Kartographie und Geodäsie;12401;165;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;148;2;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0616;Bundesamt für Kartographie und Geodäsie;13201;165;Erlöse aus der Veräußerung von beweglichen Sachen; ;148;3;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0616;Bundesamt für Kartographie und Geodäsie;27201;165;Zuschuss der Europäischen Union im Zusammenhang mit Vermessungsprojekten; ;148;0;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0616;Bundesamt für Kartographie und Geodäsie;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;148;0;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0616;Bundesamt für Kartographie und Geodäsie;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7; ;148;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Sächliche Verwaltungsausgaben;0616;Bundesamt für Kartographie und Geodäsie;51802;165;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;149;3026;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0616;Bundesamt für Kartographie und Geodäsie;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7;nein;149;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0616;Bundesamt für Kartographie und Geodäsie;42719;165;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;149;0;01;Durchführung von Aufträgen Dritter
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0616;Bundesamt für Kartographie und Geodäsie;53919;165;Vermischte Verwaltungsausgaben;nein;149;20;01;Durchführung von Aufträgen Dritter
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0616;Bundesamt für Kartographie und Geodäsie;81211;165;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);nein;149;0;01;Durchführung von Aufträgen Dritter
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;42201;165;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;150;8216;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;42202;165;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;150;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;42709;165;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;150;764;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;42801;165;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;150;6441;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;45301;165;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;150;100;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;51101;165;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;150;2146;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;51701;165;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;150;1832;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;51901;165;Unterhaltung der Grundstücke und baulichen Anlagen;ja;150;1542;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;52501;165;Aus- und Fortbildung;ja;150;140;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;53201;165;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;150;26;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;53909;165;Vermischte Verwaltungsausgaben;ja;150;205;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;68409;165;Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs;ja;151;30;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;71101;165;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;151;150;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;71201;165;Baumaßnahmen von mehr als 6 000 000 € im Einzelfall;ja;151;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;81101;165;Erwerb von Fahrzeugen;ja;151;26;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;81201;165;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;151;169;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;81202;165;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;151;1471;;
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;42729;165;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;151;2723;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;45929;165;Vermischte Personalausgaben;ja;152;0;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;52721;165;Dienstreisen;ja;152;280;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;53929;165;Vermischte Verwaltungsausgaben;ja;152;56;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;54421;165;Forschung, Untersuchungen und Ähnliches;ja;152;500;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;54721;165;Nicht aufteilbare sächliche Verwaltungsausgaben;ja;152;1877;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;68721;165;Beiträge und sonstige Zuschüsse an das VN-Exzellenzzentrum der Geodäsie;ja;152;762;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;81221;165;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;152;18093;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;82121;165;Erwerb von Grundstücken und Gebäuden;ja;153;0;02;Betriebsausgaben Geodaten, Geodienstleistungen und Geodäsie
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;42739;165;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;154;0;03;Durchführung von Aufträgen anderer Bundesbehörden
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;52731;165;Dienstreisen;ja;154;0;03;Durchführung von Aufträgen anderer Bundesbehörden
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;54731;165;Nicht aufteilbare sächliche Verwaltungsausgaben;ja;154;0;03;Durchführung von Aufträgen anderer Bundesbehörden
06;Bundesministerium des Innern, für Bau und Heimat;A;;0616;Bundesamt für Kartographie und Geodäsie;81231;165;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;154;0;03;Durchführung von Aufträgen anderer Bundesbehörden
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0617;Bundesinstitut für Bevölkerungsforschung;11901;165;Einnahmen aus Veröffentlichungen; ;156;8;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Verwaltungseinnahmen;0617;Bundesinstitut für Bevölkerungsforschung;11999;165;Vermischte Einnahmen; ;156;74;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0617;Bundesinstitut für Bevölkerungsforschung;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;156;0;;
06;Bundesministerium des Innern, für Bau und Heimat;E;Übrige Einnahmen;0617;Bundesinstitut für Bevölkerungsforschung;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7; ;156;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0617;Bundesinstitut für Bevölkerungsforschung;98101;890;Leistungen an Bundesbehörden zur Durchführung von Aufträgen;nein;157;0;;
06;Bundesministerium des Innern, für Bau und Heimat;A;Besondere Finanzierungsausgaben;0617;Bundesinstitut für Bevölkerungsforschung;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7;nein;157;0;;
