individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,target,year
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",27202,253,Einnahmen aus Zuschüssen des Europäischen Sozialfonds, ,45,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",27203,253,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen, ,45,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",27204,253,Einnahmen aus Zuschüssen des Europäischen Hilfsfonds für die am stärksten benachteiligten Personen, ,45,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,45,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1107,"Arbeitswelt im Wandel, Fachkräftesicherung",11999,11,Vermischte Einnahmen, ,55,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1107,"Arbeitswelt im Wandel, Fachkräftesicherung",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,55,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1110,Sonstige Bewilligungen,11999,11,Vermischte Einnahmen, ,62,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1110,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,62,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11999,11,Vermischte Einnahmen, ,66,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,66,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,66,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,66,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,66,40,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,66,30,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1112,Bundesministerium,11999,11,Vermischte Einnahmen, ,74,30,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1112,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,74,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1112,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,74,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,11101,313,"Gebühren, sonstige Entgelte", ,80,1000,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,11999,313,Vermischte Einnahmen, ,80,1350,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,12401,313,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,81,73,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,13201,313,Erlöse aus der Veräußerung von beweglichen Sachen, ,81,7,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,28201,313,Förderungs- und Kostenbeiträge Dritter, ,81,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,82,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,82,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1114,Bundesarbeitsgericht,11101,51,"Gebühren, sonstige Entgelte", ,91,1000,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1114,Bundesarbeitsgericht,11999,51,Vermischte Einnahmen, ,91,25,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1114,Bundesarbeitsgericht,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen, ,91,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1114,Bundesarbeitsgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,91,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1115,Bundessozialgericht,11101,51,"Gebühren, sonstige Entgelte", ,95,775,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1115,Bundessozialgericht,11999,51,Vermischte Einnahmen, ,95,10,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1115,Bundessozialgericht,12401,51,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,95,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1115,Bundessozialgericht,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen, ,95,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1115,Bundessozialgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,95,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1116,Bundesamt für Soziale Sicherung,11101,314,"Gebühren, sonstige Entgelte", ,99,1984,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1116,Bundesamt für Soziale Sicherung,11999,219,Vermischte Einnahmen, ,99,10,2021
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1116,Bundesamt für Soziale Sicherung,13201,219,Erlöse aus der Veräußerung von beweglichen Sachen, ,99,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23602,219,Erstattung von Ausgaben für Laufbahnprüfungen, ,99,0,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23603,219,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen, ,99,23178,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23604,219,"Erstattung der Aufwendungen für die Begleitung der Weiterentwicklung der Informationstechnik der Sozialversicherung für Landwirtschaft, Forsten und Gartenbau", ,99,284,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23605,219,Erstattung der Aufwendungen für die Verwaltung des Gesundheitsfonds sowie der Aufwendungen für die Durchführung des morbiditätsorientierten Risikostrukturausgleichs, ,100,9170,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23606,219,Erstattung der Aufwendungen für die Verwaltung des Innovationsfonds sowie des Strukturfonds, ,100,840,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23607,219,Erstattung der Aufwendungen für die Verwaltung des Ausgleichsfonds in der Sozialen Pflegeversicherung sowie für die Vertretung des Pflegevorsorgefonds in gerichtlichen Verfahren, ,100,988,2021
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,101,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1201,Bundesfernstraßen,11101,722,"Gebühren, sonstige Entgelte", ,9,750,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,9,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,11121,719,"Gebühren, sonstige Entgelte", ,9,134,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,11122,721,Einnahmen aus der streckenbezogenen Maut, ,9,7480000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,11929,59,Vermischte Einnahmen, ,9,213,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,13221,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,9,6,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,27221,790,Einnahmen aus Zuschüssen der Europäischen Union zur Entwicklung eines europäischen Mautsystems, ,9,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,28121,790,Rückzahlungen und Erstattungen, ,9,1600,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,11231,711,"Geldstrafen, Geldbußen und Gerichtskosten", ,10,50,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,11939,711,Vermischte Einnahmen, ,10,6500,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,12231,721,Konzessionsabgabe, ,10,16105,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,12431,721,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,10,15000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,13131,721,"Einnahmen aus der Veräußerung von Grundstücken, Grundstücksbestandteilen und beschränkt dinglichen Rechten", ,10,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,13231,722,Erlöse aus der Veräußerung von beweglichen Sachen, ,10,6000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,16134,722,"Zinsen aus der Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen", ,10,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,28131,722,Erstattung der vorgelegten Beträge aus der Vorfinanzierung des Baues der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen, ,10,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1201,Bundesfernstraßen,28133,45,Einnahmen im Zusammenhang mit der Nutzung von Festbrückengerät, ,10,150,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1202,Bundesschienenwege,11999,742,Vermischte Einnahmen, ,30,2000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1202,Bundesschienenwege,12101,742,Gewinne aus Beteiligungen, ,30,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1202,Bundesschienenwege,18101,742,Rückzahlung von Darlehen für Investitionen in die Schienenwege der Eisenbahnen des Bundes, ,30,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1202,Bundesschienenwege,28101,45,Einnahmen aus der Nutzung und Vermietung von vorgehaltenen Einrichtungen der zivilen Notfallvorsorge und des Krisenmanagements, ,30,300,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1202,Bundesschienenwege,28102,742,Rückzahlungen von Zuwendungen, ,30,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1202,Bundesschienenwege,28701,742,Einnahmen für Schienenwegevorhaben auf der Grundlage von internationalen Vereinbarungen, ,30,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1203,Bundeswasserstraßen,11101,712,"Gebühren, sonstige Entgelte", ,43,5100,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1203,Bundeswasserstraßen,13201,712,Erlöse aus der Veräußerung von beweglichen Sachen, ,43,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1204,Digitale Infrastruktur,11999,692,Vermischte Einnahmen, ,57,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1204,Digitale Infrastruktur,28101,692,Rückzahlungen von Zuwendungen, ,57,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1204,Digitale Infrastruktur,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,57,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1205,Luft- und Raumfahrt,12101,750,Gewinne aus der Beteiligung des Bundes an Flughäfen, ,65,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,16102,750,"Zinsen von Darlehen an Flughafengesellschaften, an denen der Bund beteiligt ist", ,65,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,18201,750,"Tilgung von Darlehen an Flughafengesellschaften, an denen der Bund beteiligt ist", ,65,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,26101,750,Erstattung von Beiträgen zu internationalen Flugsicherungsorganisationen aus dem Gebührenaufkommen der DFS Deutsche Flugsicherung GmbH, ,65,128223,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,34101,46,"Beitrag von EUMETSAT für die Entwicklung und den Bau des Erdbeobachtungsinstruments ""METimage""", ,65,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,66,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1206,Verbesserung der Verkehrsverhältnisse der Gemeinden,11999,725,Vermischte Einnahmen, ,73,1500,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1210,Sonstige Bewilligungen,11999,790,Vermischte Einnahmen, ,76,300,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,15301,430,Zinseinnahmen aus Darlehen an Gemeinden, ,76,400,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,17301,430,Tilgungsbeträge aus Darlehen der Gemeinden, ,76,3000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,18201,790,Rückzahlung von Darlehen an private Unternehmen für Investitionen zur Förderung von Umschlaganlagen des Kombinierten Verkehrs, ,76,2378,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,27202,692,Einnahmen aus Zuschüssen der Europäischen Union für transeuropäische Netze für Verkehr, ,76,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,27203,692,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen im Geschäftsbereich des Bundesministeriums für Verkehr und digitale Infrastruktur, ,77,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,28101,732,Rückzahlung von Zuwendungen, ,77,4000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,102,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,102,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,102,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,102,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,102,120,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1212,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte", ,110,10,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1212,Bundesministerium,11999,11,Vermischte Einnahmen, ,110,500,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1212,Bundesministerium,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,110,7,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1212,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,110,40,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1212,Bundesministerium,26101,11,Erstattung von Verwaltungsausgaben aus dem Inland, ,110,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1212,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,110,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1213,Bundesamt für Güterverkehr,11101,719,"Gebühren, sonstige Entgelte", ,116,238,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1213,Bundesamt für Güterverkehr,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten", ,116,20482,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1213,Bundesamt für Güterverkehr,11999,719,Vermischte Einnahmen, ,116,205,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1213,Bundesamt für Güterverkehr,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,116,6,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1213,Bundesamt für Güterverkehr,28102,719,Erstattung von Kosten und Auslagen im Bußgeldverfahren, ,117,3,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1213,Bundesamt für Güterverkehr,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,117,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1213,Bundesamt für Güterverkehr,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,117,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,11101,719,"Gebühren, sonstige Entgelte", ,122,500,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,11999,719,Vermischte Einnahmen, ,122,6312,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,122,100,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,122,37,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,26101,719,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland, ,122,100,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,122,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,122,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11101,719,"Gebühren, sonstige Entgelte", ,129,113879,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten", ,130,610,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11901,719,Einnahmen aus Veröffentlichungen, ,130,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11919,719,Vermischte Einnahmen, ,130,6966,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11999,719,Vermischte Einnahmen, ,130,170,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,130,13,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,130,5,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,26101,719,Erstattung von Personal- und Reisekosten, ,130,2800,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,130,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,130,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11101,719,"Gebühren, sonstige Entgelte", ,141,35000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten", ,141,300,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11999,719,Vermischte Einnahmen, ,141,400,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,141,3500,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,141,36,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1217,Eisenbahn-Bundesamt,26101,719,Erstattung von Verwaltungsausgaben aus dem Inland, ,141,5000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Übrige Einnahmen,1217,Eisenbahn-Bundesamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,141,0,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11101,712,"Gebühren, sonstige Entgelte", ,147,4000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11106,731,Lotsabgaben und Einnahmen aus Lotseinrichtungen, ,147,95200,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11201,712,"Geldstrafen, Geldbußen und Gerichtskosten", ,147,600,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11901,712,Einnahmen aus Veröffentlichungen, ,147,50,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11999,712,Vermischte Einnahmen, ,147,3500,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,12401,712,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,148,21000,2021
12,Bundesministerium für Verkehr und digitale Infrastruktur,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,13101,712,Einnahmen aus der Veräußerung von unbeweglichen Sachen, ,148,200,2021
