individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,soll
7,Bundesministerium der Justiz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,60,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,801,Wiedergutmachungen des Bundes,11999,243,Vermischte Einnahmen, ,7,25
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,16201,243,Zinsen aus Darlehen nach dem Gesetz über den Lastenausgleich (LAG), ,7,5
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,18201,243,Tilgung aus Darlehen nach dem LAG, ,7,2000
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,28201,243,Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar), ,7,1900
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,38201,890,Rückforderung von Lastenausgleich nach § 349  LAG, ,7,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,11999,33,Vermischte Einnahmen, ,12,50
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,12401,33,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,12,600
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,13201,33,Erlöse aus der Veräußerung von beweglichen Sachen, ,12,5
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,28601,33,Einnahmen im Zusammenhang mit der Abgeltung von Schäden, ,12,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,28602,33,Sonstige Erstattungen aus dem Ausland, ,12,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,34201,33,Zahlungen von Dritten zum Ausgleich von Werterhöhungen an ihren Vermögensgegenständen, ,12,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,12,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,803,Finanzierung der Nachfolgeeinrichtungen der Treuhandanstalt,12101,680,Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen -, ,16,430000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,11999,62,Vermischte Einnahmen, ,22,1000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,12101,411,Gewinne aus Beteiligungen an wohnungswirtschaftlichen Unternehmen, ,22,17
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,13301,680,Einnahmen aus der Veräußerung von Geschäftsanteilen an der PD - Berater der öffentlichen Hand GmbH, ,22,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,810,Sonstige Bewilligungen,16101,669,Zinsen aus Betriebsmitteldarlehen an die Bundesanstalt für Finanzdienstleistungsaufsicht, ,22,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,810,Sonstige Bewilligungen,16214,411,Zinseinnahmen, ,22,1300
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,810,Sonstige Bewilligungen,18214,411,Tilgungsbeiträge, ,22,10000
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,26101,61,Erstattung von Verwaltungsausgaben aus dem Inland, ,28,5
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,27204,61,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen im Geschäftsbereich des Bundesministeriums der Finanzen, ,28,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,28,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,34601,61,Zuschüsse für Investitionen von der EU, ,28,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,28,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,28,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,68,Vermischte Einnahmen, ,28,22500
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,68,Beteiligung an den Versorgungslasten des Bundes, ,28,1000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte", ,35,5
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten", ,35,11000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11999,11,Vermischte Einnahmen, ,35,4400
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,35,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,812,Bundesministerium,23201,11,Sonstige Zuweisungen von Ländern, ,35,1017
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,812,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,35,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11101,61,"Gebühren, sonstige Entgelte", ,43,37000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11201,61,"Geldstrafen, Geldbußen und Gerichtskosten", ,43,35000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11901,61,Einnahmen aus Veröffentlichungen, ,43,200
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11999,61,Vermischte Einnahmen, ,43,3500
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,12401,61,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,43,3200
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,12501,61,Einnahmen aus der Abgabe von Verpflegung, ,44,950
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,13201,61,Erlöse aus der Veräußerung von beweglichen Sachen, ,44,200
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,23301,61,Sonstige Zuweisungen von Gemeinden und Gemeindeverbänden, ,44,120
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,26101,61,Erstattungen von Verwaltungsausgaben aus dem Inland, ,44,24000
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,28601,61,Einnahmen aus Vereinbarungen von EU-Mitgliedstaaten mit Tabakkonzernen, ,44,4125
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,44,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11101,61,"Gebühren, sonstige Entgelte", ,55,1188
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11201,61,"Geldstrafen, Geldbußen und Gerichtskosten", ,55,2200
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11999,61,Vermischte Einnahmen, ,55,8721
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,12401,61,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,55,6
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,815,Bundeszentralamt für Steuern,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,55,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,816,Informationstechnikzentrum Bund,11999,61,Vermischte Einnahmen, ,61,15250
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,816,Informationstechnikzentrum Bund,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,61,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,901,"Innovation, Technologie und Neue Mobilität",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,10,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,902,"Mittelstand: Gründen, Wachsen, Investieren",11989,691,Vermischte Einnahmen, ,46,33265
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,902,"Mittelstand: Gründen, Wachsen, Investieren",34601,692,Einnahmen aus Zuschüssen des Europäischen Fonds für regionale Entwicklung, ,46,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,902,"Mittelstand: Gründen, Wachsen, Investieren",34602,692,Einnahmen aus Zuschüssen des europäischen Fonds für einen gerechten Übergang (Just Transition Fund - JTF), ,46,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,902,"Mittelstand: Gründen, Wachsen, Investieren",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,46,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,903,Energie und Nachhaltigkeit,11999,332,Vermischte Einnahmen, ,63,2000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,903,Energie und Nachhaltigkeit,12901,649,Nutzungsentgelt aus dem Übereinkommen mit der Ferngas Nordbayern GmbH, ,63,695
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,903,Energie und Nachhaltigkeit,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,63,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,904,Chancen der Globalisierung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,82,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,910,Sonstige Bewilligungen,11999,680,Vermischte Einnahmen, ,96,385885
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,16201,680,"Zinsen von Darlehen, Hypotheken und dergleichen", ,96,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,18201,165,Rückflüsse aus rückzahlbaren Zuwendungen und dergleichen, ,96,890
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,18202,680,"Tilgung von Darlehen, Hypotheken und dergleichen", ,96,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,27201,61,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen, ,96,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,96,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,108,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,108,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,108,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,108,120
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,108,150
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,912,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten", ,117,10
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,912,Bundesministerium,11999,11,Vermischte Einnahmen, ,117,100
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,912,Bundesministerium,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,117,1372
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,912,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,117,21
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,912,Bundesministerium,27101,11,Einnahmen aus Erstattungen der Europäischen Union zu besonderen Maßnahmen, ,117,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,912,Bundesministerium,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,117,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,912,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,117,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,11101,165,"Gebühren, sonstige Entgelte", ,125,11686
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,11999,165,Vermischte Einnahmen, ,125,4049
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,12401,165,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,125,120
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,12501,165,Einnahmen aus der Veräußerung von erwirtschafteten Gütern und Diensten, ,126,30
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,13201,165,Erlöse aus der Veräußerung von beweglichen Sachen, ,126,60
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,913,Physikalisch-Technische Bundesanstalt,26101,165,Erstattung von Verwaltungsausgaben und -kosten, ,126,120
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,913,Physikalisch-Technische Bundesanstalt,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,126,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,913,Physikalisch-Technische Bundesanstalt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,126,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,11101,165,"Gebühren, sonstige Entgelte", ,137,8297
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,11201,165,"Geldstrafen, Geldbußen und Gerichtskosten", ,137,1
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,11999,165,Vermischte Einnahmen, ,137,900
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,12401,165,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,138,6
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,13201,165,Erlöse aus der Veräußerung von beweglichen Sachen, ,138,199
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,914,Bundesanstalt für Materialforschung und -prüfung,26101,165,Erstattungen von Verwaltungsausgaben, ,138,153
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,914,Bundesanstalt für Materialforschung und -prüfung,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,138,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,914,Bundesanstalt für Materialforschung und -prüfung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,138,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,11999,165,Vermischte Einnahmen, ,148,409
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,12401,165,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,148,172
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,13201,165,Erlöse aus der Veräußerung von beweglichen Sachen, ,148,20
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,26101,165,Erstattung von Verwaltungsausgaben aus dem Inland, ,148,460
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,149,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,149,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,11101,649,"Gebühren, sonstige Entgelte", ,165,14550
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,11201,610,"Geldstrafen, Geldbußen und Gerichtskosten", ,165,10
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,11999,610,Vermischte Einnahmen, ,165,30
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,13201,610,Erlöse aus der Veräußerung von beweglichen Sachen, ,165,45
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,23201,610,Erstattungen seitens der Länder an das BAFA für die Führung des Bewacherregisters, ,165,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,23401,610,Einnahmen aus Zahlungen des Fonds zur Finanzierung der kerntechnischen Entsorgung, ,165,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,26601,680,Erstattungen durch die internationale Organisation für das Verbot chemischer Waffen, ,165,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,166,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,166,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,11151,610,"Gebühren, sonstige Entgelte", ,166,5000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,11251,610,"Geldstrafen, Geldbußen und Gerichtskosten", ,166,350
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,13251,610,Erlöse aus der Veräußerung von beweglichen Sachen, ,166,14
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,917,Bundeskartellamt,11101,610,"Gebühren, sonstige Entgelte", ,176,8000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,917,Bundeskartellamt,11201,610,"Geldstrafen, Geldbußen und Gerichtskosten", ,176,140000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,917,Bundeskartellamt,11999,610,Vermischte Einnahmen, ,176,26
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,917,Bundeskartellamt,13201,610,Erlöse aus der Veräußerung von beweglichen Sachen, ,176,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,917,Bundeskartellamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,176,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11101,19,"Gebühren, sonstige Entgelte", ,182,91972
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11102,19,Gebühren und Auslagen aus der Durchführung des Gesetzes zur Entwicklung und Förderung der Windenergie auf See (WindSeeG), ,182,20000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11201,19,"Geldstrafen, Geldbußen und Gerichtskosten", ,183,500
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11902,19,Leistungen der Länder zur Durchführung von Aufträgen, ,183,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11999,19,Vermischte Einnahmen, ,183,100
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",12401,19,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,183,13
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",13201,19,Erlöse aus der Veräußerung von beweglichen Sachen, ,183,120
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,183,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,183,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",38201,890,Einnahmen von Gebühren für die Energieregulierung im Auftrag der Länder und von Ausgleichsabgaben nach dem Postgesetz und von Abgaben zugunsten eines Vermittlungsdienstes für Hörgeschädigte, ,184,0
10,Bundesministerium für Ernährung und Landwirtschaft,E,Übrige Einnahmen,1001,Landwirtschaftliche Sozialpolitik,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,9,0
10,Bundesministerium für Ernährung und Landwirtschaft,E,Übrige Einnahmen,1002,Gesundheitlicher Verbraucherschutz und Ernährung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,12,0
10,Bundesministerium für Ernährung und Landwirtschaft,E,Verwaltungseinnahmen,1003,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK",11909,521,Vermischte Einnahmen, ,26,16000
10,Bundesministerium für Ernährung und Landwirtschaft,E,Verwaltungseinnahmen,1003,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK",13301,521,Einnahmen aus Veräußerung von Vermögenswerten, ,26,0
10,Bundesministerium für Ernährung und Landwirtschaft,E,Übrige Einnahmen,1003,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK",15201,521,Zinsen aus Darlehen zur Förderung der Flurbereinigung, ,26,0
10,Bundesministerium für Ernährung und Landwirtschaft,E,Übrige Einnahmen,1003,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK",15202,521,Zinsen von Darlehen für einzelbetriebliche Maßnahmen und ländliche Siedlung, ,26,0
10,Bundesministerium für Ernährung und Landwirtschaft,E,Übrige Einnahmen,1003,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK",16201,521,Zinsen von verschiedenen Darlehen, ,26,1
10,Bundesministerium für Ernährung und Landwirtschaft,E,Übrige Einnahmen,1003,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK",17201,521,Tilgung von Darlehen zur Förderung der Flurbereinigung, ,26,1000
