individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,target
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,625,Bundespolizei,11999,42,Vermischte Einnahmen, ,199,2200
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,625,Bundespolizei,12401,42,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,200,50
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,625,Bundespolizei,13201,42,Erlöse aus der Veräußerung von beweglichen Sachen, ,200,1000
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,625,Bundespolizei,23201,42,Entgelte für die Teilnahme von bundespolizeifremden Angehörigen öffentlicher Verwaltungen an Aus- und Fortbildungslehrgängen der Bundespolizeiakademie, ,200,400
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,625,Bundespolizei,27201,42,Zuschüsse der Europäischen Union und der Vereinten Nationen, ,201,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,625,Bundespolizei,27202,42,Einnahmen aus Zuschüssen des Außengrenzenfonds der Europäischen Union, ,201,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,625,Bundespolizei,27203,42,Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union, ,201,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,625,Bundespolizei,28101,42,Entgelte für die Teilnahme von bundespolizeifremden Angehörigen öffentlicher Verwaltungen an Aus- und Fortbildungslehrgängen des Maritimen Schulungs- und Trainingszentrums, ,201,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,625,Bundespolizei,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,201,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,625,Bundespolizei,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,201,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,11999,45,Vermischte Einnahmen, ,220,100
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,13201,45,Erlöse aus der Veräußerung von beweglichen Sachen, ,220,10
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,27209,45,Einnahmen aus Zuschüssen der Europäischen Union, ,220,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,28101,45,Sonstige Erstattungen aus dem Inland, ,220,5931
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,221,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,221,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,629,Bundesanstalt Technisches Hilfswerk,11999,45,Vermischte Einnahmen, ,232,77
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,629,Bundesanstalt Technisches Hilfswerk,12401,45,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,232,16
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,629,Bundesanstalt Technisches Hilfswerk,13201,45,Erlöse aus der Veräußerung von beweglichen Sachen, ,233,256
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,629,Bundesanstalt Technisches Hilfswerk,27201,45,Einnahmen aus Zuschüssen der Europäischen Union zur Durchführung von Hilfsmaßnahmen, ,233,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,629,Bundesanstalt Technisches Hilfswerk,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,233,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,629,Bundesanstalt Technisches Hilfswerk,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,233,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,633,Bundesamt für Migration und Flüchtlinge,11101,219,"Gebühren, sonstige Entgelte", ,243,362
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,633,Bundesamt für Migration und Flüchtlinge,11999,219,Vermischte Einnahmen, ,243,10
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,633,Bundesamt für Migration und Flüchtlinge,13201,219,Erlöse aus der Veräußerung von beweglichen Sachen, ,243,5
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,633,Bundesamt für Migration und Flüchtlinge,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,243,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,634,Hochschule des Bundes für öffentliche Verwaltung,11999,133,Vermischte Einnahmen, ,248,5
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,634,Hochschule des Bundes für öffentliche Verwaltung,12401,133,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,248,680
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,634,Hochschule des Bundes für öffentliche Verwaltung,13201,133,Erlöse aus der Veräußerung von beweglichen Sachen, ,248,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,634,Hochschule des Bundes für öffentliche Verwaltung,26101,133,Erstattung von Verwaltungsausgaben für die Mitbenutzung der Hochschuleinrichtungen, ,248,1
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,634,Hochschule des Bundes für öffentliche Verwaltung,27201,11,Zuschüsse der Europäischen Union zu den Kosten innenpolitischer Maßnahmen, ,249,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,634,Hochschule des Bundes für öffentliche Verwaltung,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,249,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,634,Hochschule des Bundes für öffentliche Verwaltung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,249,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,635,Bundeszentrale für politische Bildung,11901,153,Einnahmen aus Veröffentlichungen, ,255,6
6,"Bundesministerium des Innern, für Bau und Heimat",E,Verwaltungseinnahmen,635,Bundeszentrale für politische Bildung,11999,153,Vermischte Einnahmen, ,255,10
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,635,Bundeszentrale für politische Bildung,27201,153,Zuschüsse der Europäischen Union zu Maßnahmen der politischen Bildungsarbeit, ,255,0
6,"Bundesministerium des Innern, für Bau und Heimat",E,Übrige Einnahmen,635,Bundeszentrale für politische Bildung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,255,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,701,Verbraucherpolitik,11999,59,Vermischte Einnahmen, ,6,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,701,Verbraucherpolitik,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,6,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,710,Sonstige Bewilligungen,11999,59,Vermischte Einnahmen, ,12,26
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,710,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,12,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28208,11,Einnahmen aus Prämienzahlungen der Bundesanstalt für Immobilienaufgaben, ,21,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,21,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,21,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,21,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,21,60
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,21,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,712,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte", ,29,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,712,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten", ,29,1
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,712,Bundesministerium,11901,13,Einnahmen aus Veröffentlichungen, ,29,15000
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,712,Bundesministerium,11902,59,Einnahmen aus Gewinnabschöpfungen nach dem Gesetz über den unlauteren Wettbewerb, ,29,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,712,Bundesministerium,11999,11,Vermischte Einnahmen, ,29,5
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,712,Bundesministerium,12103,680,Gewinn aus der Beteiligung an der juris GmbH, ,29,3002
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,712,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,29,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,712,Bundesministerium,27101,11,Erstattungen von der EU, ,30,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,712,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,30,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,713,Bundesgerichtshof,11101,51,"Gebühren, sonstige Entgelte", ,35,19800
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,713,Bundesgerichtshof,11999,51,Vermischte Einnahmen, ,35,11
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,713,Bundesgerichtshof,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen, ,35,3
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,713,Bundesgerichtshof,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,35,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,714,Der Generalbundesanwalt beim Bundesgerichtshof,11201,51,"Geldstrafen, Geldbußen und Gerichtskosten", ,40,256
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,714,Der Generalbundesanwalt beim Bundesgerichtshof,11999,51,Vermischte Einnahmen, ,40,5
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,714,Der Generalbundesanwalt beim Bundesgerichtshof,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen, ,40,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,714,Der Generalbundesanwalt beim Bundesgerichtshof,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,40,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,715,Bundesverwaltungsgericht,11101,51,"Gebühren, sonstige Entgelte", ,44,1656
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,715,Bundesverwaltungsgericht,11999,51,Vermischte Einnahmen, ,44,10
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,715,Bundesverwaltungsgericht,12401,51,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,44,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,715,Bundesverwaltungsgericht,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen, ,44,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,715,Bundesverwaltungsgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,44,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,716,Bundesfinanzhof,11101,51,"Gebühren, sonstige Entgelte", ,48,4350
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,716,Bundesfinanzhof,11999,51,Vermischte Einnahmen, ,48,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,716,Bundesfinanzhof,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen, ,48,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,716,Bundesfinanzhof,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,48,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,717,Bundespatentgericht,11101,51,"Gebühren, sonstige Entgelte", ,52,8000
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,717,Bundespatentgericht,11999,51,Vermischte Einnahmen, ,52,2
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,717,Bundespatentgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,52,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,718,Bundesamt für Justiz,11101,59,"Gebühren, sonstige Entgelte", ,55,130200
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,718,Bundesamt für Justiz,11201,59,"Geldstrafen, Geldbußen und Gerichtskosten", ,55,2000
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,718,Bundesamt für Justiz,11999,59,Vermischte Einnahmen, ,55,5
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,718,Bundesamt für Justiz,13201,59,Erlöse aus der Veräußerung von beweglichen Sachen, ,55,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,718,Bundesamt für Justiz,27101,59,Erstattungen von der EU, ,55,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,718,Bundesamt für Justiz,28201,290,Einnahmen aus Spenden für Opfer terroristischer Gewalt, ,55,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,718,Bundesamt für Justiz,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,55,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,11101,59,"Gebühren, sonstige Entgelte", ,61,430000
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,11901,59,Einnahmen aus Veröffentlichungen, ,61,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,11999,59,Vermischte Einnahmen, ,61,87
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,12401,59,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,61,6
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,13201,59,Erlöse aus der Veräußerung von beweglichen Sachen, ,61,8
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,16202,59,Sonstige Zinseinnahmen aus dem Inland, ,61,28
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,18202,59,Sonstige Darlehensrückflüsse aus dem Inland, ,61,256
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,27101,59,Erstattungen von der EU, ,61,0
7,Bundesministerium der Justiz und für Verbraucherschutz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,62,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,801,Wiedergutmachungen des Bundes,11999,243,Vermischte Einnahmen, ,7,10
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,16201,243,Zinsen aus Darlehen nach dem Gesetz über den Lastenausgleich (LAG), ,7,8
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,18201,243,Tilgung aus Darlehen nach dem LAG, ,7,5000
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,28201,243,Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar), ,7,2500
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,38201,890,Rückforderung von Lastenausgleich nach § 349  LAG, ,7,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,11999,33,Vermischte Einnahmen, ,12,50
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,12401,33,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,12,500
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,13201,33,Erlöse aus der Veräußerung von beweglichen Sachen, ,12,5
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,15301,33,Zinsen von Darlehen, ,12,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,17301,33,Tilgung von Darlehen, ,12,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,28601,33,Einnahmen im Zusammenhang mit der Abgeltung von Schäden, ,12,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,28602,33,Sonstige Erstattungen aus dem Ausland, ,13,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,34101,33,Einnahmen im Zusammenhang mit Investitionen, ,13,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,34201,33,Zahlungen von Dritten zum Ausgleich von Werterhöhungen an ihren Vermögensgegenständen, ,13,250
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,13,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,803,Finanzierung der Nachfolgeeinrichtungen der Treuhandanstalt,12101,680,Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen -, ,17,130000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,11101,411,"Gebühren, sonstige Entgelte", ,21,15
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,11999,62,Vermischte Einnahmen, ,21,210
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,12101,411,Gewinne aus Beteiligungen an wohnungswirtschaftlichen Unternehmen, ,21,22
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,13301,680,Einnahmen aus der Veräußerung von Geschäftsanteilen an der PD - Berater der öffentlichen Hand GmbH, ,21,1
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,810,Sonstige Bewilligungen,16101,669,Zinsen aus Betriebsmitteldarlehen an die Bundesanstalt für Finanzdienstleistungsaufsicht, ,21,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,810,Sonstige Bewilligungen,16214,411,Zinseinnahmen, ,21,2500
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,810,Sonstige Bewilligungen,18214,411,Tilgungsbeiträge, ,22,16000
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,26101,61,Erstattung von Verwaltungsausgaben aus dem Inland, ,30,10
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,27204,61,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen im Geschäftsbereich des Bundesministeriums der Finanzen, ,30,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28208,61,Einnahmen aus Prämienzahlungen der Bundesanstalt für Immobilienaufgaben, ,30,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,30,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,34601,61,Zuschüsse für Investitionen von der EU, ,30,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,30,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,30,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,68,Vermischte Einnahmen, ,31,24000
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,68,Beteiligung an den Versorgungslasten des Bundes, ,31,1000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte", ,37,5
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten", ,37,12700
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11999,11,Vermischte Einnahmen, ,37,4400
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,37,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,812,Bundesministerium,23201,11,Sonstige Zuweisungen von Ländern, ,37,636
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,812,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,37,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11101,61,"Gebühren, sonstige Entgelte", ,45,37000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11201,61,"Geldstrafen, Geldbußen und Gerichtskosten", ,45,33000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11901,61,Einnahmen aus Veröffentlichungen, ,45,200
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11999,61,Vermischte Einnahmen, ,45,2500
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,12401,61,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,45,2500
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,12501,61,Einnahmen aus der Abgabe von Verpflegung, ,46,850
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,13201,61,Erlöse aus der Veräußerung von beweglichen Sachen, ,46,200
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,18101,61,Darlehensrückflüsse von öffentlichen Unternehmen, ,46,6
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,23301,61,Sonstige Zuweisungen von Gemeinden und Gemeindeverbänden, ,46,60
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,26101,61,Erstattungen von Verwaltungsausgaben aus dem Inland, ,46,29000
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,28601,61,Einnahmen aus Vereinbarungen von EU-Mitgliedstaaten mit Tabakkonzernen, ,46,4016
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,46,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11101,61,"Gebühren, sonstige Entgelte", ,57,839
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11201,61,"Geldstrafen, Geldbußen und Gerichtskosten", ,57,7200
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11999,61,Vermischte Einnahmen, ,57,1221
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,12401,61,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,57,6
