individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,target
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,33,Bundesamt für Migration und Flüchtlinge,11101,219,"Gebühren, sonstige Entgelte",nein,206,362
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,33,Bundesamt für Migration und Flüchtlinge,11201,219,"Geldstrafen, Geldbußen und Gerichtskosten",nein,206,500
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,33,Bundesamt für Migration und Flüchtlinge,11999,219,Vermischte Einnahmen,nein,206,10
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,33,Bundesamt für Migration und Flüchtlinge,13201,219,Erlöse aus der Veräußerung von beweglichen Sachen,nein,206,20
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,33,Bundesamt für Migration und Flüchtlinge,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,206,0
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,34,Hochschule des Bundes für öffentliche Verwaltung,11999,133,Vermischte Einnahmen,nein,212,5
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,34,Hochschule des Bundes für öffentliche Verwaltung,12401,133,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,212,680
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,34,Hochschule des Bundes für öffentliche Verwaltung,13201,133,Erlöse aus der Veräußerung von beweglichen Sachen,nein,212,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,34,Hochschule des Bundes für öffentliche Verwaltung,26101,133,Erstattung von Verwaltungsausgaben für die Mitbenutzung der Hochschuleinrichtungen,nein,212,1
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,34,Hochschule des Bundes für öffentliche Verwaltung,27201,11,Zuschüsse der Europäischen Union zu den Kosten innenpolitischer Maßnahmen,nein,213,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,34,Hochschule des Bundes für öffentliche Verwaltung,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,213,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,34,Hochschule des Bundes für öffentliche Verwaltung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,213,0
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,35,Bundeszentrale für politische Bildung,11901,153,Einnahmen aus Veröffentlichungen,nein,218,6
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,35,Bundeszentrale für politische Bildung,11999,153,Vermischte Einnahmen,nein,218,200
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,35,Bundeszentrale für politische Bildung,27201,153,Zuschüsse der Europäischen Union zu Maßnahmen der politischen Bildungsarbeit,nein,218,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,35,Bundeszentrale für politische Bildung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,218,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,10,Sonstige Bewilligungen,11999,59,Vermischte Einnahmen,nein,6,26
7,Bundesministerium der Justiz,e,Übrige Einnahmen,10,Sonstige Bewilligungen,14101,59,Einnahmen aus der Inanspruchnahme von Gewährleistungen aus dem Inland,nein,6,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,10,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,6,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,17,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,17,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,nein,17,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,12,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte",nein,25,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,12,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten",nein,25,1
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,12,Bundesministerium,11901,13,Einnahmen aus Veröffentlichungen,nein,25,5500
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,12,Bundesministerium,11902,59,Einnahmen aus Gewinnabschöpfungen nach dem Gesetz über den unlauteren Wettbewerb,nein,25,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,12,Bundesministerium,11999,11,Vermischte Einnahmen,nein,25,5
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,12,Bundesministerium,12103,680,Gewinn aus der Beteiligung an der juris GmbH,nein,25,3002
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,12,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,nein,26,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,12,Bundesministerium,27101,11,Erstattungen von der EU,nein,26,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,12,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,26,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,13,Bundesgerichtshof,11101,51,"Gebühren, sonstige Entgelte",nein,31,20800
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,13,Bundesgerichtshof,11999,51,Vermischte Einnahmen,nein,31,11
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,13,Bundesgerichtshof,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen,nein,31,3
7,Bundesministerium der Justiz,e,Übrige Einnahmen,13,Bundesgerichtshof,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,31,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,14,Der Generalbundesanwalt beim Bundesgerichtshof,11201,51,"Geldstrafen, Geldbußen und Gerichtskosten",nein,35,256
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,14,Der Generalbundesanwalt beim Bundesgerichtshof,11999,51,Vermischte Einnahmen,nein,35,5
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,14,Der Generalbundesanwalt beim Bundesgerichtshof,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen,nein,35,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,14,Der Generalbundesanwalt beim Bundesgerichtshof,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,35,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,15,Bundesverwaltungsgericht,11101,51,"Gebühren, sonstige Entgelte",nein,40,1656
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,15,Bundesverwaltungsgericht,11999,51,Vermischte Einnahmen,nein,40,10
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,15,Bundesverwaltungsgericht,12401,51,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,40,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,15,Bundesverwaltungsgericht,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen,nein,40,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,15,Bundesverwaltungsgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,40,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,16,Bundesfinanzhof,11101,51,"Gebühren, sonstige Entgelte",nein,44,4350
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,16,Bundesfinanzhof,11999,51,Vermischte Einnahmen,nein,44,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,16,Bundesfinanzhof,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen,nein,44,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,16,Bundesfinanzhof,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,44,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,17,Bundespatentgericht,11101,51,"Gebühren, sonstige Entgelte",nein,48,8000
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,17,Bundespatentgericht,11999,51,Vermischte Einnahmen,nein,48,2
7,Bundesministerium der Justiz,e,Übrige Einnahmen,17,Bundespatentgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,48,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,18,Bundesamt für Justiz,11101,59,"Gebühren, sonstige Entgelte",nein,51,137200
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,18,Bundesamt für Justiz,11201,59,"Geldstrafen, Geldbußen und Gerichtskosten",nein,51,2000
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,18,Bundesamt für Justiz,11999,59,Vermischte Einnahmen,nein,51,5
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,18,Bundesamt für Justiz,13201,59,Erlöse aus der Veräußerung von beweglichen Sachen,nein,51,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,18,Bundesamt für Justiz,27101,59,Erstattungen von der EU,nein,51,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,18,Bundesamt für Justiz,28201,290,Einnahmen aus Spenden für Opfer terroristischer Gewalt,nein,51,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,18,Bundesamt für Justiz,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,51,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,19,Deutsches Patent- und Markenamt,11101,59,"Gebühren, sonstige Entgelte",nein,57,457000
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,19,Deutsches Patent- und Markenamt,11901,59,Einnahmen aus Veröffentlichungen,nein,57,0
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,19,Deutsches Patent- und Markenamt,11999,59,Vermischte Einnahmen,nein,57,87
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,19,Deutsches Patent- und Markenamt,12401,59,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,57,6
7,Bundesministerium der Justiz,e,Verwaltungseinnahmen,19,Deutsches Patent- und Markenamt,13201,59,Erlöse aus der Veräußerung von beweglichen Sachen,nein,57,8
7,Bundesministerium der Justiz,e,Übrige Einnahmen,19,Deutsches Patent- und Markenamt,16202,59,Sonstige Zinseinnahmen aus dem Inland,nein,57,28
7,Bundesministerium der Justiz,e,Übrige Einnahmen,19,Deutsches Patent- und Markenamt,18202,59,Sonstige Darlehensrückflüsse aus dem Inland,nein,57,256
7,Bundesministerium der Justiz,e,Übrige Einnahmen,19,Deutsches Patent- und Markenamt,27101,59,Erstattungen von der EU,nein,57,0
7,Bundesministerium der Justiz,e,Übrige Einnahmen,19,Deutsches Patent- und Markenamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,57,0
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,1,Wiedergutmachungen des Bundes,11999,243,Vermischte Einnahmen,nein,7,25
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,1,Wiedergutmachungen des Bundes,16201,243,Zinsen aus Darlehen nach dem Gesetz über den Lastenausgleich (LAG),nein,7,4
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,1,Wiedergutmachungen des Bundes,18201,243,Tilgung aus Darlehen nach dem LAG,nein,7,1000
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,1,Wiedergutmachungen des Bundes,28201,243,Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar),nein,7,1600
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,1,Wiedergutmachungen des Bundes,38201,890,Rückforderung von Lastenausgleich nach § 349  LAG,nein,7,0
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,2,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,11999,33,Vermischte Einnahmen,nein,12,25
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,2,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,12401,33,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,12,700
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,2,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,13201,33,Erlöse aus der Veräußerung von beweglichen Sachen,nein,12,3
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,2,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,28601,33,Einnahmen im Zusammenhang mit der Abgeltung von Schäden,nein,12,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,2,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,28602,33,Sonstige Erstattungen aus dem Ausland,nein,12,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,2,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,34201,33,Zahlungen von Dritten zum Ausgleich von Werterhöhungen an ihren Vermögensgegenständen,nein,12,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,2,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,12,0
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,3,Finanzierung der Nachfolgeeinrichtungen der Treuhandanstalt,12101,680,Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen -,nein,16,336910
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,10,Sonstige Bewilligungen,11999,62,Vermischte Einnahmen,nein,22,2334
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,10,Sonstige Bewilligungen,12101,411,Gewinne aus Beteiligungen an wohnungswirtschaftlichen Unternehmen,nein,22,17
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,10,Sonstige Bewilligungen,13301,680,Einnahmen aus der Veräußerung von Geschäftsanteilen an der PD - Berater der öffentlichen Hand GmbH,nein,22,5
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,10,Sonstige Bewilligungen,16101,669,Zinsen aus Betriebsmitteldarlehen an die Bundesanstalt für Finanzdienstleistungsaufsicht,nein,22,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,26101,61,Erstattung von Verwaltungsausgaben aus dem Inland,nein,27,3
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,27204,61,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen im Geschäftsbereich des Bundesministeriums der Finanzen,nein,27,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,27,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,34601,61,Zuschüsse für Investitionen von der EU,nein,27,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,27,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,nein,27,0
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,12,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte",nein,33,5
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,12,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten",nein,33,11000
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,12,Bundesministerium,11999,11,Vermischte Einnahmen,nein,33,4400
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,12,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,nein,33,0
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,12,Bundesministerium,23201,11,Sonstige Zuweisungen von Ländern,nein,33,487
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,12,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,33,0
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,13,Zollverwaltung,11101,61,"Gebühren, sonstige Entgelte",nein,40,39000
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,13,Zollverwaltung,11201,61,"Geldstrafen, Geldbußen und Gerichtskosten",nein,40,35000
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,13,Zollverwaltung,11901,61,Einnahmen aus Veröffentlichungen,nein,40,200
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,13,Zollverwaltung,11999,61,Vermischte Einnahmen,nein,40,4500
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,13,Zollverwaltung,12401,61,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,41,3200
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,13,Zollverwaltung,12501,61,Einnahmen aus der Abgabe von Verpflegung,nein,41,800
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,13,Zollverwaltung,13201,61,Erlöse aus der Veräußerung von beweglichen Sachen,nein,41,200
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,13,Zollverwaltung,23301,61,Sonstige Zuweisungen von Gemeinden und Gemeindeverbänden,nein,41,120
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,13,Zollverwaltung,26101,61,Erstattungen von Verwaltungsausgaben aus dem Inland,nein,41,20000
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,13,Zollverwaltung,28601,61,Einnahmen aus Vereinbarungen von EU-Mitgliedstaaten mit Tabakkonzernen,nein,42,2075
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,13,Zollverwaltung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,42,0
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,15,Bundeszentralamt für Steuern,11101,61,"Gebühren, sonstige Entgelte",nein,54,1107
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,15,Bundeszentralamt für Steuern,11201,61,"Geldstrafen, Geldbußen und Gerichtskosten",nein,54,2300
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,15,Bundeszentralamt für Steuern,11999,61,Vermischte Einnahmen,nein,54,8721
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,15,Bundeszentralamt für Steuern,12401,61,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,54,7
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,15,Bundeszentralamt für Steuern,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,54,0
8,Bundesministerium der Finanzen,e,Verwaltungseinnahmen,16,Informationstechnikzentrum Bund,11999,61,Vermischte Einnahmen,nein,60,15250
8,Bundesministerium der Finanzen,e,Übrige Einnahmen,16,Informationstechnikzentrum Bund,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,60,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,1,"Innovation, Technologie und Neue Mobilität",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,9,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,2,"Mittelstand: Gründen, Wachsen, Investieren",11989,691,Vermischte Einnahmen,nein,45,33265
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,2,"Mittelstand: Gründen, Wachsen, Investieren",34601,692,Einnahmen aus Zuschüssen des Europäischen Fonds für regionale Entwicklung,nein,45,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,2,"Mittelstand: Gründen, Wachsen, Investieren",34602,692,Einnahmen aus Zuschüssen des europäischen Fonds für einen gerechten Übergang (Just Transition Fund - JTF),nein,45,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,2,"Mittelstand: Gründen, Wachsen, Investieren",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,45,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,3,Energie und Nachhaltigkeit,11999,332,Vermischte Einnahmen,nein,62,2000
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,3,Energie und Nachhaltigkeit,12401,649,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,62,110000
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,3,Energie und Nachhaltigkeit,12901,649,Nutzungsentgelt aus dem Übereinkommen mit der Ferngas Nordbayern GmbH,nein,62,695
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,3,Energie und Nachhaltigkeit,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,62,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,4,Chancen der Globalisierung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,82,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,10,Sonstige Bewilligungen,11999,680,Vermischte Einnahmen,nein,96,188262
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,10,Sonstige Bewilligungen,16201,680,"Zinsen von Darlehen, Hypotheken und dergleichen",nein,96,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,10,Sonstige Bewilligungen,18201,165,Rückflüsse aus rückzahlbaren Zuwendungen und dergleichen,nein,96,890
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,10,Sonstige Bewilligungen,18202,680,"Tilgung von Darlehen, Hypotheken und dergleichen",nein,96,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,10,Sonstige Bewilligungen,27201,61,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen,nein,96,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,10,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,96,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,107,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,107,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,nein,107,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,12,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten",nein,117,10
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,12,Bundesministerium,11999,11,Vermischte Einnahmen,nein,117,100
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,12,Bundesministerium,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,117,1372
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,12,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,nein,117,21
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,12,Bundesministerium,27101,11,Einnahmen aus Erstattungen der Europäischen Union zu besonderen Maßnahmen,nein,117,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,12,Bundesministerium,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,117,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,12,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,117,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,13,Physikalisch-Technische Bundesanstalt,11101,165,"Gebühren, sonstige Entgelte",nein,125,11686
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,13,Physikalisch-Technische Bundesanstalt,11999,165,Vermischte Einnahmen,nein,125,4049
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,13,Physikalisch-Technische Bundesanstalt,12401,165,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,125,120
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,13,Physikalisch-Technische Bundesanstalt,12501,165,Einnahmen aus der Veräußerung von erwirtschafteten Gütern und Diensten,nein,126,30
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,13,Physikalisch-Technische Bundesanstalt,13201,165,Erlöse aus der Veräußerung von beweglichen Sachen,nein,126,60
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,13,Physikalisch-Technische Bundesanstalt,26101,165,Erstattung von Verwaltungsausgaben und -kosten,nein,126,120
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,13,Physikalisch-Technische Bundesanstalt,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,126,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Übrige Einnahmen,13,Physikalisch-Technische Bundesanstalt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,126,0
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,14,Bundesanstalt für Materialforschung und -prüfung,11101,165,"Gebühren, sonstige Entgelte",nein,136,8297
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,14,Bundesanstalt für Materialforschung und -prüfung,11201,165,"Geldstrafen, Geldbußen und Gerichtskosten",nein,136,1
9,Bundesministerium für Wirtschaft und Klimaschutz,e,Verwaltungseinnahmen,14,Bundesanstalt für Materialforschung und -prüfung,11999,165,Vermischte Einnahmen,nein,136,900
