individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,target
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,717,Bundespatentgericht,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen,,46.0,0
7,Bundesministerium der Justiz,E,Übrige Einnahmen,717,Bundespatentgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,46.0,0
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,718,Bundesamt für Justiz,11101,59,"Gebühren, sonstige Entgelte",,49.0,152200
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,718,Bundesamt für Justiz,11201,59,"Geldstrafen, Geldbußen und Gerichtskosten",,49.0,2000
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,718,Bundesamt für Justiz,11999,59,Vermischte Einnahmen,,49.0,5
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,718,Bundesamt für Justiz,13201,59,Erlöse aus der Veräußerung von beweglichen Sachen,,49.0,0
7,Bundesministerium der Justiz,E,Übrige Einnahmen,718,Bundesamt für Justiz,27101,59,Erstattungen von der EU,,49.0,0
7,Bundesministerium der Justiz,E,Übrige Einnahmen,718,Bundesamt für Justiz,28201,290,Einnahmen aus Spenden für Opfer terroristischer Gewalt,,49.0,0
7,Bundesministerium der Justiz,E,Übrige Einnahmen,718,Bundesamt für Justiz,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,49.0,0
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,11101,59,"Gebühren, sonstige Entgelte",,54.0,472000
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,11901,59,Einnahmen aus Veröffentlichungen,,54.0,0
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,11999,59,Vermischte Einnahmen,,54.0,87
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,12401,59,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,54.0,6
7,Bundesministerium der Justiz,E,Verwaltungseinnahmen,719,Deutsches Patent- und Markenamt,13201,59,Erlöse aus der Veräußerung von beweglichen Sachen,,54.0,8
7,Bundesministerium der Justiz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,16202,59,Sonstige Zinseinnahmen aus dem Inland,,54.0,28
7,Bundesministerium der Justiz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,18202,59,Sonstige Darlehensrückflüsse aus dem Inland,,54.0,256
7,Bundesministerium der Justiz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,27101,59,Erstattungen von der EU,,54.0,0
7,Bundesministerium der Justiz,E,Übrige Einnahmen,719,Deutsches Patent- und Markenamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,54.0,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,801,Wiedergutmachungen des Bundes,11999,243,Vermischte Einnahmen,,7.0,25
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,16201,243,Zinsen aus Darlehen nach dem Gesetz über den Lastenausgleich (LAG),,7.0,3
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,18201,243,Tilgung aus Darlehen nach dem LAG,,7.0,700
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,28201,243,Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar),,7.0,1300
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,801,Wiedergutmachungen des Bundes,38201,890,Rückforderung von Lastenausgleich nach § 349  LAG,,7.0,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,11999,33,Vermischte Einnahmen,,13.0,25
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,12401,33,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,13.0,700
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,13201,33,Erlöse aus der Veräußerung von beweglichen Sachen,,13.0,2
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,28601,33,Einnahmen im Zusammenhang mit der Abgeltung von Schäden,,13.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,28602,33,Sonstige Erstattungen aus dem Ausland,,13.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,34201,33,Zahlungen von Dritten zum Ausgleich von Werterhöhungen an ihren Vermögensgegenständen,,13.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,13.0,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,803,Finanzierung der Nachfolgeeinrichtungen der Treuhandanstalt,12101,680,Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen -,,17.0,65000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,11999,62,Vermischte Einnahmen,,23.0,2334
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,12101,411,Gewinne aus Beteiligungen an wohnungswirtschaftlichen Unternehmen,,23.0,14
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,810,Sonstige Bewilligungen,13301,680,Einnahmen aus der Veräußerung von Geschäftsanteilen an der PD - Berater der öffentlichen Hand GmbH,,23.0,1
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,810,Sonstige Bewilligungen,16101,669,Zinsen aus Betriebsmitteldarlehen an die Bundesanstalt für Finanzdienstleistungsaufsicht,,23.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,26101,61,Erstattung von Verwaltungsausgaben aus dem Inland,,29.0,3
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,27204,61,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen im Geschäftsbereich des Bundesministeriums der Finanzen,,29.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",,29.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,34601,61,Zuschüsse für Investitionen von der EU,,29.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,29.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,,29.0,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte",,36.0,5
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten",,36.0,11000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,11999,11,Vermischte Einnahmen,,36.0,3400
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,812,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,,36.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,812,Bundesministerium,23201,11,Sonstige Zuweisungen von Ländern,,36.0,462
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,812,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,36.0,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11101,61,"Gebühren, sonstige Entgelte",,44.0,39000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11201,61,"Geldstrafen, Geldbußen und Gerichtskosten",,44.0,30000
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11901,61,Einnahmen aus Veröffentlichungen,,44.0,200
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,11999,61,Vermischte Einnahmen,,44.0,4500
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,12401,61,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,45.0,3200
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,12501,61,Einnahmen aus der Abgabe von Verpflegung,,45.0,800
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,813,Zollverwaltung,13201,61,Erlöse aus der Veräußerung von beweglichen Sachen,,45.0,200
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,23301,61,Sonstige Zuweisungen von Gemeinden und Gemeindeverbänden,,45.0,75
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,26101,61,Erstattungen von Verwaltungsausgaben aus dem Inland,,45.0,20000
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,28601,61,Einnahmen aus Vereinbarungen von EU-Mitgliedstaaten mit Tabakkonzernen,,46.0,2068
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,813,Zollverwaltung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,46.0,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,814,Bundesamt zur Bekämpfung von Finanzkriminalität,11999,61,Vermischte Einnahmen,,54.0,0
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,814,Bundesamt zur Bekämpfung von Finanzkriminalität,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,54.0,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11101,61,"Gebühren, sonstige Entgelte",,58.0,2255
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11201,61,"Geldstrafen, Geldbußen und Gerichtskosten",,58.0,2500
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,11999,61,Vermischte Einnahmen,,58.0,9221
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,815,Bundeszentralamt für Steuern,12401,61,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,58.0,7
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,815,Bundeszentralamt für Steuern,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,58.0,0
8,Bundesministerium der Finanzen,E,Verwaltungseinnahmen,816,Informationstechnikzentrum Bund,11999,61,Vermischte Einnahmen,,63.0,15250
8,Bundesministerium der Finanzen,E,Übrige Einnahmen,816,Informationstechnikzentrum Bund,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,63.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,901,"Innovation, Technologie und Neue Mobilität",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,9.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,902,"Mittelstand: Gründen, Wachsen, Investieren",11989,691,Vermischte Einnahmen,,44.0,33265
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,902,"Mittelstand: Gründen, Wachsen, Investieren",34601,692,Einnahmen aus Zuschüssen des Europäischen Fonds für regionale Entwicklung,,44.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,902,"Mittelstand: Gründen, Wachsen, Investieren",34602,692,Einnahmen aus Zuschüssen des europäischen Fonds für einen gerechten Übergang (Just Transition Fund - JTF),,44.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,902,"Mittelstand: Gründen, Wachsen, Investieren",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,44.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,903,Energie und Nachhaltigkeit,11999,332,Vermischte Einnahmen,,61.0,2000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,903,Energie und Nachhaltigkeit,12101,649,Gewinne und Einnahmen aus Beteiligungen,,61.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,903,Energie und Nachhaltigkeit,12401,649,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,61.0,325000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,903,Energie und Nachhaltigkeit,12901,649,Nutzungsentgelt aus dem Übereinkommen mit der Ferngas Nordbayern GmbH,,61.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,903,Energie und Nachhaltigkeit,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,61.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,904,Chancen der Globalisierung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,80.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,910,Sonstige Bewilligungen,11999,680,Vermischte Einnahmen,,94.0,31660
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,16201,680,"Zinsen von Darlehen, Hypotheken und dergleichen",,94.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,18201,165,Rückflüsse aus rückzahlbaren Zuwendungen und dergleichen,,94.0,890
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,18202,680,"Tilgung von Darlehen, Hypotheken und dergleichen",,94.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,27201,61,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen,,94.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,910,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,94.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",,105.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,105.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,,105.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,912,Bundesministerium,11201,11,"Geldstrafen, Geldbußen und Gerichtskosten",,115.0,10
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,912,Bundesministerium,11999,11,Vermischte Einnahmen,,115.0,100
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,912,Bundesministerium,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,115.0,1372
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,912,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,,115.0,21
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,912,Bundesministerium,27101,11,Einnahmen aus Erstattungen der Europäischen Union zu besonderen Maßnahmen,,115.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,912,Bundesministerium,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,115.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,912,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,115.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,11101,165,"Gebühren, sonstige Entgelte",,123.0,11686
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,11999,165,Vermischte Einnahmen,,123.0,4049
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,12401,165,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,124.0,120
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,12501,165,Einnahmen aus der Veräußerung von erwirtschafteten Gütern und Diensten,,124.0,30
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,913,Physikalisch-Technische Bundesanstalt,13201,165,Erlöse aus der Veräußerung von beweglichen Sachen,,124.0,60
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,913,Physikalisch-Technische Bundesanstalt,26101,165,Erstattung von Verwaltungsausgaben und -kosten,,124.0,120
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,913,Physikalisch-Technische Bundesanstalt,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,124.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,913,Physikalisch-Technische Bundesanstalt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,124.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,11101,165,"Gebühren, sonstige Entgelte",,135.0,5000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,11201,165,"Geldstrafen, Geldbußen und Gerichtskosten",,135.0,1
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,11999,165,Vermischte Einnahmen,,135.0,900
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,12401,165,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,136.0,6
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,914,Bundesanstalt für Materialforschung und -prüfung,13201,165,Erlöse aus der Veräußerung von beweglichen Sachen,,136.0,199
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,914,Bundesanstalt für Materialforschung und -prüfung,26101,165,Erstattungen von Verwaltungsausgaben,,136.0,153
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,914,Bundesanstalt für Materialforschung und -prüfung,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,136.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,914,Bundesanstalt für Materialforschung und -prüfung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,136.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,11999,165,Vermischte Einnahmen,,146.0,409
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,12401,165,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,146.0,172
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,13201,165,Erlöse aus der Veräußerung von beweglichen Sachen,,146.0,20
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,26101,165,Erstattung von Verwaltungsausgaben aus dem Inland,,146.0,460
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,146.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,915,Bundesanstalt für Geowissenschaften und Rohstoffe,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,147.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,11101,649,"Gebühren, sonstige Entgelte",,162.0,14550
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,11201,610,"Geldstrafen, Geldbußen und Gerichtskosten",,162.0,10
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,11999,610,Vermischte Einnahmen,,162.0,30
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,13201,610,Erlöse aus der Veräußerung von beweglichen Sachen,,162.0,45
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,23201,610,Erstattungen seitens der Länder an das BAFA für die Führung des Bewacherregisters,,162.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,23401,610,Einnahmen aus Zahlungen des Fonds zur Finanzierung der kerntechnischen Entsorgung,,162.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,26601,680,Erstattungen durch die internationale Organisation für das Verbot chemischer Waffen,,162.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,163.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,163.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,917,Bundeskartellamt,11101,610,"Gebühren, sonstige Entgelte",,173.0,8000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,917,Bundeskartellamt,11201,610,"Geldstrafen, Geldbußen und Gerichtskosten",,173.0,180000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,917,Bundeskartellamt,11999,610,Vermischte Einnahmen,,173.0,26
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,917,Bundeskartellamt,13201,610,Erlöse aus der Veräußerung von beweglichen Sachen,,173.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,917,Bundeskartellamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,173.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11101,19,"Gebühren, sonstige Entgelte",,179.0,99000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11102,19,Gebühren und Auslagen aus der Durchführung des Gesetzes zur Entwicklung und Förderung der Windenergie auf See (WindSeeG),,179.0,20000
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11201,19,"Geldstrafen, Geldbußen und Gerichtskosten",,180.0,500
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11902,19,Leistungen der Länder zur Durchführung von Aufträgen,,180.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",11999,19,Vermischte Einnahmen,,180.0,100
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",12401,19,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,180.0,15
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",12901,532,Einnahmen im Zusammenhang mit dem Windenergie-auf-See-Gesetz,,180.0,786310
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Verwaltungseinnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",13201,19,Erlöse aus der Veräußerung von beweglichen Sachen,,180.0,120
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,181.0,0
9,Bundesministerium für Wirtschaft und Klimaschutz,E,Übrige Einnahmen,918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,181.0,0
